gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_chembl_id	PMIDs
CYP2C19	1328	1557	GuideToPharmacologyInteractions	inhibitor	8749	COMPOUND 30 [PMID: 22239545]			
ACAT1	TTDC00313	38	TTD	inhibitor	DCL000338	BENOXAPROFEN	BENOXAPROFEN	CHEMBL340978	
PPARG	NR1C3	5468	ChemblInteractions	partial agonist	CHEMBL2103991	BALAGLITAZONE	BALAGLITAZONE	CHEMBL2103991	
ACVR1C	1790	130399	GuideToPharmacologyInteractions	inhibitor	8216	SB-431542	SB-431542	CHEMBL440084	
FCGR2A	TTDS00515	2212	TTD	antagonist	DAP001521	SM-101	THIOLACTOMYCIN	CHEMBL399043	
FZD8	FZD8	8325	ChemblInteractions	antagonist	CHEMBL2364652	VANTICTUMAB	VANTICTUMAB	CHEMBL2364652	
BPTF	2723	2186	GuideToPharmacologyInteractions	inhibitor	8876	MS363			
IL1R2	TTDC00234	7850	TTD	antagonist	DCL000423	AMG 108	FORODESINE	CHEMBL218291	
PSEN1	AD3	5663	ChemblInteractions	modulator	CHEMBL190083	TARENFLURBIL	TARENFLURBIL	CHEMBL190083	
TLR9	TLR9	54106	TALC	inhibitor	PF-3512676	PF-3512676			
FLT1	TTDS00007	2321	TTD	activator	DCL001016	TELBERMIN	TELBERMIN	CHEMBL2108557	
ABCB1	MDR1	5243	ChemblInteractions	inhibitor	CHEMBL348475	TARIQUIDAR	TARIQUIDAR	CHEMBL348475	
AQP7	694	364	GuideToPharmacologyInteractions	inhibitor	4215	HG2+			
CDKL1	1982	8814	GuideToPharmacologyInteractions	inhibitor	8160	COMPOUND 9B [PMID: 18986805]			
TRPC4	489	7223	GuideToPharmacologyInteractions	channel blocker	4255	ML204	CHEMBL1459962	CHEMBL1459962	
ASGR1	742	432	GuideToPharmacologyInteractions	activator	4305	S3969	DACARBAZINE	CHEMBL476	
ANXA5	308	308	GuideToPharmacologyInteractions	antagonist	1563	FMS586			
STK17A	2214	9263	GuideToPharmacologyInteractions	inhibitor	7949	AT-9283	AT-9283	CHEMBL495727	
HPD	PPD	3242	ChemblInteractions	inhibitor	CHEMBL1337	NITISINONE	NITISINONE	CHEMBL1337	
CBX4	1554	8535	GuideToPharmacologyInteractions	activator	2351	CALMODULIN	BEPRIDIL	CHEMBL1008	
COX7C	2292	1350	GuideToPharmacologyInteractions	agonist	4977	IL-12	PROXYPHYLLINE	CHEMBL37390	
PHF8	2698	23133	GuideToPharmacologyInteractions	inhibitor	7025	DAMINOZIDE	CHEMBL2164243	CHEMBL2164243	
AR	TTDC00332	367	TTD	antisense	DCL001184	EZN-4176			
GRIA2	445	2891	GuideToPharmacologyInteractions	agonist	4131	AMPA	"(R,S)-AMPA"	CHEMBL13378	
LVRN	AQPEP	206338	ChemblInteractions	inhibitor	CHEMBL2103847	TOSEDOSTAT	TOSEDOSTAT	CHEMBL2103847	
ECE1	1615	1889	GuideToPharmacologyInteractions	inhibitor	6506	DAGLUTRIL	DAGLUTRIL	CHEMBL2107738	
DDB1	XAP1	1642	ChemblInteractions	inhibitor	CHEMBL468	THALIDOMIDE	THALIDOMIDE	CHEMBL468	
ALOX5	1385	240	GuideToPharmacologyInteractions	activator	5183	5-LOX ACTIVATING PROTEIN			
IL31RA	1710	133396	GuideToPharmacologyInteractions	antibody	8720	NEMOLIZUMAB			
TP53	P53	7157	TALC	inhibitor	BORTEZOMIB	BORTEZOMIB	BORTEZOMIB	CHEMBL325041	
PKN3	PKN3	29941	MyCancerGenome	inhibitor	SOPHORETIN	SOPHORETIN	QUERCETIN	CHEMBL50	
RARG	TTDS00075	5916	TTD	binder	DAP000462	TAZAROTENE	TAZAROTENE	CHEMBL1657	
GCGR	251	2642	GuideToPharmacologyInteractions	allosteric modulator	9135	MK-0893	MK-0893	CHEMBL1933349	
CACNA1A	CACH4	773	ChemblInteractions	blocker	CHEMBL1200382	BEPRIDIL HYDROCHLORIDE	BEPRIDIL HYDROCHLORIDE	CHEMBL1200382	
FOXE1	2304	2304	GuideToPharmacologyInteractions	agonist	4987	IL-21	DENENICOKIN	CHEMBL2107855	
USP5	2431	8078	GuideToPharmacologyInteractions	inhibitor	8669	VIALININ A	VIALININ A	CHEMBL2012938	
SLC22A2	1020	6582	GuideToPharmacologyInteractions	inhibitor	8482	DECYNIUM 22			
SLC22A6	TTDS00504	9356	TTD	blocker	DAP001292	PROBENECID	PROBENECID	CHEMBL897	
PTAFR	PAFR	5724	ChemblInteractions	antagonist	CHEMBL2110618	MINOPAFANT	MINOPAFANT	CHEMBL2110618	
MAP3K1	MAPKKK1	4214	ChemblInteractions	inhibitor	CHEMBL1097999	E-6201	E-6201	CHEMBL1097999	
CHRNB4	CHRNB4	1143	ChemblInteractions	agonist	CHEMBL3545353	TC-6499	TC-6499	CHEMBL3545353	
FCER1A	2933	2205	GuideToPharmacologyInteractions	agonist	9557	IGE HEAVY CHAIN			
CHRM1	TTDS00002	1128	TTD	binder	DAP001120	CYCRIMINE	CYCRIMINE	CHEMBL1201227	
TGFB1	TGFB1	7040	TALC	antibody	FRESOLIMUMAB	FRESOLIMUMAB	FRESOLIMUMAB	CHEMBL1743022	
PDGFRA	PDGFR2	5156	ChemblInteractions	antagonist	CHEMBL1743049	OLARATUMAB	OLARATUMAB	CHEMBL1743049	
HDC	TTDC00027	3067	TTD	inhibitor	DCL000066	BF-DERM1	LIXIVAPTAN	CHEMBL49429	
CYP3A5	1338	1577	GuideToPharmacologyInteractions	inhibitor	8804	RITONAVIR	RITONAVIR	CHEMBL163	
CHRND	ACHRD	1144	ChemblInteractions	agonist	CHEMBL983	SUCCINYLCHOLINE CHLORIDE	SUCCINYLCHOLINE CHLORIDE	CHEMBL983	
DMPK	1505	1760	GuideToPharmacologyInteractions	inhibitor	8152	RKI-1447			
TSSK1B	2257	83942	GuideToPharmacologyInteractions	inhibitor	7397	CERITINIB	CERITINIB	CHEMBL2403108	
NR1H2	601	7376	GuideToPharmacologyInteractions	antagonist	8690	GSK2033	CHEMBL1093266	CHEMBL1093266	
CD3D	T3D	915	ChemblInteractions	inhibitor	CHEMBL1201608	MUROMONAB-CD3	MUROMONAB-CD3	CHEMBL1201608	
APOB	TTDC00331	338	TTD	inhibitor	DCL001243	SPC4955			
GRIA4	447	2893	GuideToPharmacologyInteractions	agonist	4131	AMPA	"(R,S)-AMPA"	CHEMBL13378	
COL4A5	1287	1287	GuideToPharmacologyInteractions	inhibitor	5234	ODQ	CHEMBL598952	CHEMBL598952	
NR1I3	TTDS00351	9970	TTD	modulator	DAP000795	MECLIZINE	MECLIZINE	CHEMBL1623	
MBTPS1	2381	8720	GuideToPharmacologyInteractions	inhibitor	8828	COMPOUND 7B [PMID: 17583500]			
ITGA2B	GP2B	3674	ChemblInteractions	antagonist	CHEMBL1743076	TADOCIZUMAB	TADOCIZUMAB	CHEMBL1743076	
PAK1	2133	5058	GuideToPharmacologyInteractions	allosteric modulator	8936	COMPOUND 3 [PMID: 26191365]			
ADCY1	TTDS00500	107	TTD	binder	DAP001319	ADENOSINE MONOPHOSPHATE	ADENOSINE PHOSPHATE	CHEMBL752	
GRIA1	444	2890	GuideToPharmacologyInteractions	channel blocker	4138	ARGIOTOXIN			
ITGB3	GP3A	3690	ChemblInteractions	inhibitor	CHEMBL1201584	ABCIXIMAB	ABCIXIMAB	CHEMBL1201584	
LTB	TNFC	4050	ChemblInteractions	inhibitor	CHEMBL1742988	BAMINERCEPT	BAMINERCEPT	CHEMBL1742988	
PRKCA	1482	5578	GuideToPharmacologyInteractions	activator	7443	INGENOL MEBUTATE	INGENOL MEBUTATE	CHEMBL1863513	
RBP4	2549	5950	GuideToPharmacologyInteractions	inhibitor	8792	A1120	GENISTEIN	CHEMBL44	
CA13	CA13	377677	ChemblInteractions	inhibitor	CHEMBL18	ETHOXZOLAMIDE	ETHOXZOLAMIDE	CHEMBL18	
PTGER2	TTDS00168	5732	TTD	binder	DAP001215	CARBOPROST TROMETHAMINE	CARBOPROST TROMETHAMINE	CHEMBL1237105	
MINK1	2103	50488	GuideToPharmacologyInteractions	inhibitor	8179	PF-03715455	PF-03715455	CHEMBL1938400	
AKR1C3	1382	8644	GuideToPharmacologyInteractions	inhibitor	8769	TOLFENAMIC ACID	TOLFENAMIC ACID	CHEMBL121626	
WT1	WT1	7490	TALC	vaccine	WT-1 ANALOGUE PEPTIDE VACCINE	WT-1 ANALOGUE PEPTIDE VACCINE			
FGFR4	TTDR01438	2264	TTD	antisense	DPR000177	ISIS-FGFR4			
CEACAM3	TTDS00487	1084	TTD	antibody	DAP001303	ARCITUMOMAB	ARCITUMOMAB	CHEMBL2108253	
CHRNA7	NACHRA7	1139	ChemblInteractions	positive allosteric modulator	CHEMBL429317	AVL-3288	AVL-3288	CHEMBL429317	
P2RY4	325	5030	GuideToPharmacologyInteractions	"agonist,antagonist"	1713	ATP	ADENOSINE TRIPHOSPHATE	CHEMBL14249	
GRIN3B	GRIN3B	116444	ChemblInteractions	blocker	CHEMBL41306	CNS-5161	CNS-5161	CHEMBL41306	
PRMT6	1257	55170	GuideToPharmacologyInteractions	inhibitor	9243	EPZ020411			
PIK3CD	2155	5293	GuideToPharmacologyInteractions	allosteric modulator	8968	PIK-108			
FGF2	FGF2	2247	TALC	suppressor	GSK3052230	GSK3052230			
IL13	TTDC00177	3596	TTD	antibody	DCL000503	CAT-354	TRALOKINUMAB	CHEMBL1743081	
GABRG3	415	2567	GuideToPharmacologyInteractions	channel blocker	4320	TBPS	T-BUTYLBICYCLOPHOSPHOROTHIONATE	CHEMBL485673	
PRKCA	PKCA	5578	TALC	antisense oligonucleotide	AFFINITAC	AFFINITAC	APRINOCARSEN SODIUM	CHEMBL2108985	
GLRA1	GLRA1	2741	ChemblInteractions	agonist	CHEMBL1341	METHOXYFLURANE	METHOXYFLURANE	CHEMBL1341	
KDM4E	2679	390245	GuideToPharmacologyInteractions	inhibitor	9584	ML324			
SCNN1G	SCNN1G	6340	ChemblInteractions	blocker	CHEMBL1398126	AMILORIDE HYDROCHLORIDE	AMILORIDE HYDROCHLORIDE	CHEMBL1398126	
FABP4	2534	2167	GuideToPharmacologyInteractions	inhibitor	8788	HM50316			
IL1A	IL1F1	3552	ChemblInteractions	inhibitor	CHEMBL2109653	RA-18C3	RA-18C3	CHEMBL2109653	
NDUFB7	NDUFB7	4713	ChemblInteractions	inhibitor	CHEMBL1703	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	CHEMBL1703	
HCRTR2	HCRTR2	3062	ChemblInteractions	antagonist	CHEMBL1083659	SUVOREXANT	SUVOREXANT	CHEMBL1083659	
CACNA1F	531	778	GuideToPharmacologyInteractions	activator	2511	BAYK 8644	CHEMBL1082832	CHEMBL1082832	
CYP2D6	1329	1565	GuideToPharmacologyInteractions	inhibitor	8746	AJMALICINE			
MIP	687	4284	GuideToPharmacologyInteractions	inhibitor	4215	HG2+			
FAP	2365	2191	GuideToPharmacologyInteractions	inhibitor	8563	ARI-3099			
CYP1A2	1319	1544	GuideToPharmacologyInteractions	inhibitor	8748	5H3'FPE			
CELA1	2338	1990	GuideToPharmacologyInteractions	inhibitor	7871	TELAPREVIR	TELAPREVIR	CHEMBL231813	
GRIN2D	GluN2D	2906	ChemblInteractions	positive allosteric modulator	CHEMBL1255840	NEBOGLAMINE	NEBOGLAMINE	CHEMBL1255840	
TMPRSS2	2421	7113	GuideToPharmacologyInteractions	inhibitor	8670	COMPOUND 5 [PMID: 21741839]			
RORB	599	6096	GuideToPharmacologyInteractions	agonist	8906	CD2314			
MMP14	MMP14	4323	TALC	vaccine	PRINOMASTAT	PRINOMASTAT	PRINOMASTAT	CHEMBL75094	
TNFSF13	APRIL	8741	ChemblInteractions	inhibitor	CHEMBL1742986	ATACICEPT	ATACICEPT	CHEMBL1742986	
F12	2361	2161	GuideToPharmacologyInteractions	inhibitor	6553	"METHYL 5-[(4-TERT-BUTYLBENZOYL)AMINO]-2H-1,2,4-TRIAZOLE-3-CARBOXYLATE"	CHEMBL1595992	CHEMBL1595992	
SLC6A2	TTDC00304	6530	TTD	blocker	DCL000896	NERI IV			
MAST3	1512	23031	GuideToPharmacologyInteractions	inhibitor	8842	COMPOUND 35 [PMID: 23916259]			
KCNN2	382	3781	GuideToPharmacologyInteractions	inhibitor	2320	UCL1684			
LTA	TNFB	4049	ChemblInteractions	inhibitor	CHEMBL1743056	PATECLIZUMAB	PATECLIZUMAB	CHEMBL1743056	
TRPV1	507	7442	GuideToPharmacologyInteractions	inhibitor	7820	AZD1386	AZD1386	CHEMBL3545039	
RAMP1	RAMP1	10267	ChemblInteractions	agonist	CHEMBL2105635	DAVALINTIDE	DAVALINTIDE	CHEMBL2105635	
ABCB4	TTDC00030	5244	TTD	inhibitor	DCL000157	LY335979	CHEMBL80117	CHEMBL80117	
PRKCG	1484	5582	GuideToPharmacologyInteractions	activator	7443	INGENOL MEBUTATE	INGENOL MEBUTATE	CHEMBL1863513	
MYLK2	1553	85366	GuideToPharmacologyInteractions	activator	2351	CALMODULIN	BEPRIDIL	CHEMBL1008	
TLR8	TTDC00056	51311	TTD	antagonist	DCL000020	CPG 52364	MOTESANIB	CHEMBL572881	
PGC	2391	5225	GuideToPharmacologyInteractions	inhibitor	8634	COMPOUND 3 [PMID: 8410973]	NAFCILLIN	CHEMBL1443	
CPA1	1587	1357	GuideToPharmacologyInteractions	inhibitor	8627	COMPOUND 1B [PMID: 18078750]			
CDK13	CDC2L	8621	ChemblInteractions	inhibitor	CHEMBL3544942	Roniciclib	Roniciclib	CHEMBL3544942	
SPHK2	2205	56848	GuideToPharmacologyInteractions	inhibitor	6624	ABC294640			
KMO	2886	8564	GuideToPharmacologyInteractions	inhibitor	9007	GSK180			
HRH1	TTDS00086	3269	TTD	inhibitor	DAP000177	DOXEPIN	DOXEPIN	CHEMBL1628227	
CD40	TNFRSF5	958	ChemblInteractions	inhibitor	CHEMBL1743005	DACETUZUMAB	DACETUZUMAB	CHEMBL1743005	
TNNT3	TNNT3	7140	ChemblInteractions	activator	CHEMBL3039529	TIRASEMTIV	TIRASEMTIV	CHEMBL3039529	
CSF1R	1806	1436	GuideToPharmacologyInteractions	agonist	8975	IL-34			
NEK6	2121	10783	GuideToPharmacologyInteractions	inhibitor	8205	COMPOUND 22 [PMID: 20462760]			
TRGV3	TCRB	6976	ChemblInteractions	inhibitor	CHEMBL2109591	TOL-101	TOL-101	CHEMBL2109591	
TNFSF4	TXGP1	7292	ChemblInteractions	inhibitor	CHEMBL2108720	OXELUMAB	OXELUMAB	CHEMBL2108720	
HDAC4	2659	9759	GuideToPharmacologyInteractions	allosteric modulator	8098	TASQUINIMOD	TASQUINIMOD	CHEMBL2107784	
IL6ST	IL6ST	3572	ChemblInteractions	antagonist	CHEMBL3833307	SA237	SA237	CHEMBL3833307	
STK38L	1518	23012	GuideToPharmacologyInteractions	inhibitor	8210	COMPOUND 27 [PMID: 21123062]			
FPR2	223	2358	GuideToPharmacologyInteractions	allosteric modulator	1043	PBP10			
SRPK1	2208	6732	GuideToPharmacologyInteractions	inhibitor	8188	COMPOUND 13 [PMID: 15925511]			
GABRA4	407	2557	GuideToPharmacologyInteractions	antagonist	4197	GABAZINE	GABAZINE	CHEMBL32503	
LEPR	DB	3953	ChemblInteractions	agonist	CHEMBL2107857	METRELEPTIN	METRELEPTIN	CHEMBL2107857	
VEGFC	VEGFC	7424	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB TOSYLATE	SORAFENIB TOSYLATE	SORAFENIB TOSYLATE	CHEMBL1200485	
SV2A	TTDC00246	9900	TTD	inhibitor	DCL000730	BRIVARACETAM	BRIVARACETAM	CHEMBL607400	
KCNV1	KCNV1	27012	ChemblInteractions	blocker	CHEMBL113461	TEDISAMIL	TEDISAMIL	CHEMBL113461	
PPARA	593	5465	GuideToPharmacologyInteractions	antagonist	3440	GW6471	CHEMBL500272	CHEMBL500272	
PRCP	1584	5547	GuideToPharmacologyInteractions	inhibitor	8554	COMPOUND 35 [PMID: 24157366]			
CSK	1994	1445	GuideToPharmacologyInteractions	inhibitor	8074	NG-25			
APCS	2839	325	GuideToPharmacologyInteractions	antibody	8255	DEZAMIZUMAB			
RXRG	RXRG	6258	TALC	activator	BEXAROTENE	BEXAROTENE	BEXAROTENE	CHEMBL1023	
FCER2	2935	2208	GuideToPharmacologyInteractions	agonist	9557	IGE HEAVY CHAIN			
TSHR	TTDS00452	7253	TTD	binder	DAP001248	THYROTROPIN ALFA	THYROTROPIN ALFA	CHEMBL1201533	
DNPEP	1559	23549	GuideToPharmacologyInteractions	inhibitor	8677	COMPOUND 9 [PMID: 1738140]			
SELP	GMRP	6403	ChemblInteractions	antagonist	CHEMBL3707446	RIVIPANSEL	RIVIPANSEL	CHEMBL3707446	
CPS1	TTDS00533	1373	TTD	activator	DAP001552	CARGLUMIC ACID	CARGLUMIC ACID	CHEMBL1201780	
DRD2	215	1813	GuideToPharmacologyInteractions	allosteric modulator	7694	SB269652			
HGF	HPTA	3082	ChemblInteractions	inhibitor	CHEMBL1743063	RILOTUMUMAB	RILOTUMUMAB	CHEMBL1743063	
NDUFV1	UQOR1	4723	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
UCHL3	2427	7347	GuideToPharmacologyInteractions	inhibitor	8660	COMPOUND 6 [PMID: 17948018]			
LAG3	2932	3902	GuideToPharmacologyInteractions	antibody	9536	BMS-986016			
XPNPEP1	XPNPEPL	7511	ChemblInteractions	inhibitor	CHEMBL2103847	TOSEDOSTAT	TOSEDOSTAT	CHEMBL2103847	
SERPINF1	TTDC00252	5176	TTD	inhibitor	DCL000681	ADPEDR	IB-MECA	CHEMBL119709	
KIT	1805	3815	GuideToPharmacologyInteractions	agonist	5055	STEM CELL FACTOR			
VEGFB	VEGFB	7423	MyCancerGenome	antibody	ZIV-AFLIBERCEPT	ZIV-AFLIBERCEPT	AFLIBERCEPT	CHEMBL1742982	
CD1A	TTDS00472	909	TTD	binder	DAP001300	ANTITHYMOCYTE GLOBULIN	BELAPERIDONE	CHEMBL2105926	
PDE1A	1294	5136	GuideToPharmacologyInteractions	activator	2351	CALMODULIN	BEPRIDIL	CHEMBL1008	
KCNK3	515	3777	GuideToPharmacologyInteractions	activator	2401	HALOTHANE	HALOTHANE	CHEMBL931	
VDR	TTDS00251	7421	TTD	binder	DAP001273	CHOLECALCIFEROL	CHOLECALCIFEROL	CHEMBL1042	
NDUFA6	LYRM6	4700	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
NPC1L1	NPC1L1	29881	ChemblInteractions	inhibitor	CHEMBL1138	EZETIMIBE	EZETIMIBE	CHEMBL1138	
F5	2606	2153	GuideToPharmacologyInteractions	antagonist	6788	DROTRECOGIN ALFA	DROTRECOGIN ALFA (ACTIVATED)	CHEMBL2109065	
CD38	CD38	952	ChemblInteractions	inhibitor	CHEMBL1743007	DARATUMUMAB	DARATUMUMAB	CHEMBL1743007	
ISG15	ISG15	9636	MyCancerGenomeClinicalTrial	inhibitor	IRINOTECAN	IRINOTECAN	IRINOTECAN	CHEMBL481	
C5AR2	33	27202	GuideToPharmacologyInteractions	antagonist	5770	CHIPS-(28-149)			
NRP1	TTDC00183	8829	TTD	inhibitor	DCL000435	ANTI-NRP1			
NOS1	TTDC00097	4842	TTD	stimulator	DCL000030	ACCLAIM	FENOXAPROP-ETHYL	CHEMBL37932	
EIF2AK1	2015	27102	GuideToPharmacologyInteractions	inhibitor	8168	COMPOUND 27 [PMID: 19854648]			
CHRNA1	ACHRA	1134	ChemblInteractions	agonist	CHEMBL983	SUCCINYLCHOLINE CHLORIDE	SUCCINYLCHOLINE CHLORIDE	CHEMBL983	
DEGS1	2484	8560	GuideToPharmacologyInteractions	inhibitor	8879	RBM2-1B			
SIGMAR1	OPRS1	10280	ChemblInteractions	modulator	CHEMBL1200327	PENTAZOCINE LACTATE	PENTAZOCINE LACTATE	CHEMBL1200327	
P2RY2	324	5029	GuideToPharmacologyInteractions	antagonist	1739	REACTIVE BLUE-2	RB 2	CHEMBL223344	
MAP3K14	2074	9020	GuideToPharmacologyInteractions	inhibitor	8174	COMPOUND 31 [PMID: 23374866]			
NPR1	TTDS00478	4881	TTD	activator	DCL000440	ATACIGUAT	ATACIGUAT	CHEMBL2107729	
CCL2	MCP1	6347	ChemblInteractions	inhibitor	CHEMBL1742999	CARLUMAB	CARLUMAB	CHEMBL1742999	
ADRA1A	ADRA1C	148	ChemblInteractions	partial agonist	CHEMBL257978	DABUZALGRON	DABUZALGRON	CHEMBL257978	
BDKRB2	TTDC00111	624	TTD	agonist	DCL000146	LABRADIMIL	LABRADIMIL	CHEMBL2105864	
CTSL	2351	1514	GuideToPharmacologyInteractions	inhibitor	9298	LHVS	CHEMBL222649	CHEMBL222649	
SLC12A1	TTDS00116	6557	TTD	binder	DAP000828	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	CHEMBL1200731	
TXN	TTDC00075	7295	TTD	inhibitor	DCL000205	PX-12	CHEMBL406050	CHEMBL406050	
P2RY4	325	5030	GuideToPharmacologyInteractions	antagonist	1725	PPADS			
NDUFS6	NDUFS6	4726	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
GRK6	1470	2870	GuideToPharmacologyInteractions	inhibitor	8142	BALANOL	BALANOL	CHEMBL60254	
LINGO1	LERN1	84894	ChemblInteractions	inhibitor	CHEMBL3544922	OPICINUMAB	OPICINUMAB	CHEMBL3544922	
PGR	627	5241	GuideToPharmacologyInteractions	"agonist,antagonist"	7460	ULIPRISTAL ACETATE	ULIPRISTAL ACETATE	CHEMBL260538	
ULK3	2273	25989	GuideToPharmacologyInteractions	inhibitor	8220	COMPOUND 15 [PMID: 24900237]			
AMY2A	AMY2A	279	ChemblInteractions	inhibitor	CHEMBL1566	ACARBOSE	ACARBOSE	CHEMBL1566	
SELE	ELAM1	6401	ChemblInteractions	antagonist	CHEMBL3707446	RIVIPANSEL	RIVIPANSEL	CHEMBL3707446	
LY96	ESOP1	23643	ChemblInteractions	antagonist	CHEMBL3301672	ERITORAN TETRASODIUM	ERITORAN TETRASODIUM (CHEMBL3301672)	CHEMBL3301672	
TRPV6	512	55503	GuideToPharmacologyInteractions	activator	2433	2-APB	CHEMBL169233	CHEMBL169233	
GRM4	292	2914	GuideToPharmacologyInteractions	antagonist	1378	LY341495	CHEMBL432038	CHEMBL432038	
PTGER2	341	5732	GuideToPharmacologyInteractions	allosteric modulator	5819	COMPOUND 1 [PMID: 20080612]			
MMP2	MMP-2	4313	TALC	vaccine	S-3304	S-3304			
HTR1A	1	3350	GuideToPharmacologyInteractions	allosteric modulator	104	RS-30199	CHEMBL345214	CHEMBL345214	
CLK4	1993	57396	GuideToPharmacologyInteractions	inhibitor	8162	ML315			
AKR1A1	TTDS00060	10327	TTD	inhibitor	DAP000568	FOMEPIZOLE	FOMEPIZOLE	CHEMBL1308	
ENG	2895	2022	GuideToPharmacologyInteractions	antibody	9098	CAROTUXIMAB	CEFIXIME	CHEMBL1541	
S1PR4	EDG6	8698	ChemblInteractions	modulator	CHEMBL3707374	AMISELIMOD HYDROCHLORIDE	AMISELIMOD HYDROCHLORIDE	CHEMBL3707374	
NCSTN	KIAA0253	23385	ChemblInteractions	modulator	CHEMBL190083	TARENFLURBIL	TARENFLURBIL	CHEMBL190083	
CD40	TTDC00188	958	TTD	antibody	DCL000511	DACETUZUMAB	DACETUZUMAB	CHEMBL1743005	
MAPK7	2093	5598	GuideToPharmacologyInteractions	inhibitor	8064	BIX02188	"1,4-BUTANEDIOL"	CHEMBL171623	
FBP1	TTDC00152	2203	TTD	inhibitor	DCL000161	MB07803			
SLC16A1	988	6566	GuideToPharmacologyInteractions	inhibitor	8813	COMPOUND 30 [PMID: 16455256]	PENTAMIDINE ISETHIONATE	CHEMBL935	
SIRT3	2709	23410	GuideToPharmacologyInteractions	inhibitor	8778	COMPOUND 17 [PMID: 23570514]	SODIUM LAURYL SULFATE	CHEMBL23393	
MYC	TTDC00271	4609	TTD	antisense	DCL001057	AVI4126			
RAPGEF4	1293	11069	GuideToPharmacologyInteractions	inhibitor	7917	ESI-09			
ZAP70	2285	7535	GuideToPharmacologyInteractions	inhibitor	9600	TAK-659	TAK-659	CHEMBL3544931	
PNMT	2496	5409	GuideToPharmacologyInteractions	inhibitor	6631	LY134046	CHEMBL38681	CHEMBL38681	
NPR2	TTDC00029	4882	TTD	activator	DCL000081	CD-NP	CENDERITIDE	CHEMBL2108721	
SELL	LNHR	6402	ChemblInteractions	antagonist	CHEMBL3707446	RIVIPANSEL	RIVIPANSEL	CHEMBL3707446	
KCNT2	386	343450	GuideToPharmacologyInteractions	channel blocker	2343	TETRAETHYLAMMONIUM			
CXCL10	INP10	3627	ChemblInteractions	inhibitor	CHEMBL2109379	NI-0801	NI-0801	CHEMBL2109379	
EZH1	2835	2145	GuideToPharmacologyInteractions	inhibitor	8240	GSK343			
GABRA5	GABRA5	2558	ChemblInteractions	inverse agonist	CHEMBL2107801	RESEQUINIL	RESEQUINIL	CHEMBL2107801	
RXFP1	351	59350	GuideToPharmacologyInteractions	antagonist	4371	B-R13/17K H2 RELAXIN			
HTR2A	TTDS00103	3356	TTD	inhibitor	DPR000146	LY367265	CHEMBL1079460	CHEMBL1079460	
VAMP2	SYB2	6844	ChemblInteractions	inhibitor	CHEMBL1201569	BOTULINUM TOXIN TYPE B	BOTULINUM TOXIN TYPE B	CHEMBL1201569	
KCNK18	527	338567	GuideToPharmacologyInteractions	inhibitor	2391	ARACHIDONIC ACID	ARACHIDONIC ACID	CHEMBL15594	
APP	TTDC00180	351	TTD	antibody	DCL000602	R1450	GANTENERUMAB	CHEMBL1743025	
ITGA2	CD49B	3673	ChemblInteractions	antagonist	CHEMBL1743086	VATELIZUMAB	VATELIZUMAB	CHEMBL1743086	
PTPRM	1860	5797	GuideToPharmacologyInteractions	inhibitor	8856	COMPOUND 8A [PMID: 23713581]			
P2RX3	P2RX3	5024	ChemblInteractions	antagonist	CHEMBL3545041	AF-219	AF-219	CHEMBL3545041	
DLL4	DLL4	54567	ChemblInteractions	inhibitor	CHEMBL2109384	DEMCIZUMAB	DEMCIZUMAB	CHEMBL2109384	
IL2RB	IL2RB	3560	ChemblInteractions	inhibitor	CHEMBL1201605	DACLIZUMAB	DACLIZUMAB	CHEMBL1201605	
LTB4R2	268	56413	GuideToPharmacologyInteractions	"agonist,antagonist"	6155	CP-195543			
TTR	TTDC00329	7276	TTD	antisense	DCL001204	ISIS-TTR			
POLA1	POLA	5422	ChemblInteractions	inhibitor	CHEMBL803	CYTARABINE	CYTARABINE	CHEMBL803	
CSF2RA	TTDS00442	1438	TTD	antibody	DCL001207	MAVRILIMUMAB	MAVRILIMUMAB	CHEMBL1743039	
KCNK9	520	51305	GuideToPharmacologyInteractions	activator	2401	HALOTHANE	HALOTHANE	CHEMBL931	
PRKAR2B	1694	5577	GuideToPharmacologyInteractions	activator	5228	N6 BENZYL-CAMP			
CXCL8	IL8	3576	ChemblInteractions	inhibitor	CHEMBL2109616	ABX-IL8	ABX-IL8	CHEMBL2109616	
DRD3	DRD3	1814	ChemblInteractions	partial agonist	CHEMBL2103832	PARDOPRUNOX	PARDOPRUNOX	CHEMBL2103832	
PMVK	641	10654	GuideToPharmacologyInteractions	inhibitor	3047	(R)-5-DIPHOSPHOMEVALONATE	DIPHOSPHOMELAVONATE	CHEMBL235881	
XPNPEP3	XPNPEP3	63929	ChemblInteractions	inhibitor	CHEMBL2103847	TOSEDOSTAT	TOSEDOSTAT	CHEMBL2103847	
