gene	lung_mean_CRISPR
FAM178A	0.009789671
FAM179A	0.058299842
FAM179B	0.144008672
FAM183A	-0.272382693
FAM184B	0.283689592
FAM188A	0.113327301
FAM188B	0.048591287
FAM189A1	0.041450367
FAM193A	0.15021783
FAM195A	-0.217551559
FAM195B	-0.138937402
FAM196A	0.117908474
FAM196B	0.14878385
FAM198A	-0.088774054
FAM205A	0.002433814
FAM208A	-0.043729313
FAM208B	-0.069416843
FAM209A	0.031343239
FAM209B	-0.028974994
FAM20A	-0.092871646
FAM212A	-0.194416998
FAM213B	-0.029882206
FAM214A	-0.066214247
FAM216B	0.163143147
FAM219A	-0.421800536
FAM219B	-0.032216278
FAM21A	0.105639742
FAM21C	-0.297943636
FAM220A	-0.14279676
FAM221B	0.063848773
FAM222A	-0.205939001
FAM228A	0.008461089
FAM229A	-0.387333854
FAM229B	0.11302122
FAM231A	-0.865072525
FAM24A	0.00257644
FAM25A	-0.078754284
FAM25G	-0.951531975
FAM26F	0.020865322
FAM43B	0.024535836
FAM46A	-0.016072443
FAM46B	-0.109956784
FAM47E	0.036936759
FAM49B	0.083550867
FAM50B	0.149023356
FAM60A	-0.60943961
FAM63A	-0.466252832
FAM63B	-0.472371979
FAM64A	-0.204578158
FAM65A	0.10122061
FAM65B	-0.146868235
FAM65C	-0.148615962
FAM69C	0.195232443
FAM71E1	0.057568115
FAM71F2	-0.164545006
FAM72B	-0.842223523
FAM73A	-0.105457032
FAM73B	-0.333143655
FAM78A	-0.109944604
FAM78B	-0.018780892
FAM83A	-0.045797987
FAM83C	-0.323379403
FAM83D	-0.052020154
FAM83E	-0.294656074
FAM83F	0.207638802
FAM83G	-0.004152216
FAM86A	-0.839267262
FAM86B1	-0.908598744
FAM86B2	0.142347433
FAM86C1	-0.169356944
FAM92A1	0.003527044
FAM92B	-0.229077012
FAM96A	-0.381121058
FAM98B	-0.560499462
FARP1	0.08800216
FBF1	-0.134026746
FBXL8	-0.109064639
FBXO15	0.032608096
FBXO28	-0.36893116
FBXO34	0.092220004
FBXO41	-0.096984044
FBXO43	-0.078832788
FBXO45	0.006122626
FBXO46	-0.076339186
FBXO47	-0.356897201
FBXO48	0.021604594
FCF1	-1.208732082
FCRLB	-0.014295911
FDCSP	-0.002571366
FDXACB1	0.064772531
FEM1B	-0.089869019
FEV	-0.094374818
FHOD1	0.020821057
FILIP1	-0.148106691
FITM1	-0.269729256
FITM2	-0.15899659
FLYWCH2	-0.207158676
FMN1	-0.017487247
FMNL3	-0.030843908
FNDC8	-0.085102456
FNIP2	0.147942823
FOXB1	0.063769507
FOXL2NB	-0.028869558
FRAS1	0.132172464
FREM3	-0.078335254
FRG1	-0.382514216
FSIP1	0.00692817
FTSJ2	-0.558340051
FUCA2	-0.045347069
FUOM	0.051338837
FYB	0.15021526
FZD6	0.10419625
GAB4	-0.201660699
GABPA	-0.61835433
GABRA6	0.016081038
GADD45GIP1	-0.369766431
GALNTL6	-0.085473112
GAREM	0.036579873
GAREML	-0.114608828
GAST	-0.072843098
GATC	-0.403727446
GATSL2	0.211443233
GATSL3	-0.061344202
GBAS	0.151695039
GBGT1	0.039981469
GCN1L1	-0.7244978
GDF1	-0.222626707
GDPGP1	0.1054235
GET4	-0.246444814
GFER	-0.85462131
GFY	0.122821853
GGACT	-0.085294144
GGN	-0.285849325
GGNBP2	-0.38802375
GGT7	-0.124329243
GID4	-0.235980764
GID8	-0.123989091
GIGYF1	-0.282381037
GIN1	0.113544052
GLG1	-0.125603965
GLRX5	-0.634392754
GLT1D1	-0.040081534
GLTPD2	0.102530718
GLTSCR1	0.049203742
GLTSCR1L	0.006122337
GLTSCR2	-0.789633864
GLYATL1	0.090416334
GLYCTK	-0.059502302
GMNC	-0.000524894
GMPPB	-0.915246355
GNAT3	-0.097915943
GNB2L1	-1.799696619
GNB4	-0.123658772
GNGT1	0.169998116
GOLGA6L1	-0.628279949
GOLGA6L10	-0.467745423
GOLGA6L6	-0.545091014
GOLGA6L9	0.593780882
GOLGA8B	0.18107533
GOLGA8H	-0.135082234
GOLGA8K	-0.745400437
GOLGA8M	-0.327442195
GOLGA8N	-0.497518843
GOLGA8R	-0.394517901
GOLIM4	-0.112170997
GOLT1A	0.32261719
GP6	0.083006757
GPAT2	-0.42997418
GPATCH8	-0.236375181
GPC2	-0.258549817
GPR110	0.022114031
GPR113	-0.082766053
GPR114	-0.006861134
GPR115	-0.023367255
GPR116	-0.251052729
GPR123	0.162913207
GPR124	-0.115079445
GPR125	-0.105359086
GPR126	0.217396729
GPR128	-0.068725366
GPR133	-0.104814797
GPR137C	-0.318677488
GPR56	-0.083961684
GPR87	-0.214334227
GPR89A	-0.435891501
GPR97	-0.170769291
GPR98	0.031979657
GPRIN2	-0.266627123
GRAMD1B	0.02522246
GRAMD1C	0.123730369
GRAMD2	-0.130601868
GRAMD3	-2.71E-06
GRHL1	0.058820832
GRIA4	-0.022226744
GRID2IP	0.05842293
GRIK1	0.04998638
GRIN2C	0.062255574
GRIP1	-0.060829537
GRM5	0.046131385
GRXCR1	-0.065166965
GSDMA	-0.555501899
GSG1L	-0.000429286
GSG2	-0.125053816
GSKIP	0.219647983
GSTCD	0.126798445
GSTT2	0.467801079
GSTT2B	-0.656639153
GTDC1	0.072984147
GTF2H2C	-0.674204354
GTSF1L	0.163430861
GUCA2B	0.11938448
GUCY1B3	0.163391225
GXYLT2	-0.012397131
GYLTL1B	-0.107422579
HABP4	-0.118393606
HARBI1	-0.214090274
HAS3	0.055250411
HAUS4	-0.998167895
HAUS5	-1.383579056
HAUS8	-0.837114898
HCFC1R1	-0.319515307
HCN1	0.15402461
HCRT	0.021015475
HCST	-0.018003497
HDDC3	-0.133401459
HDGFRP2	-0.167226002
HDGFRP3	-0.143469843
HEATR2	-0.235852837
HEG1	0.230026273
HEPHL1	0.10060898
HEPN1	0.082965422
HEXDC	-0.049522816
HGH1	0.011241187
HGSNAT	0.178813861
HHIPL2	0.066327341
HHLA3	0.078690147
HIAT1	-0.284174441
HIATL1	-0.203284835
HIBCH	-0.105570952
HIGD1C	0.05216508
HIRIP3	-0.027403259
HIST1H3B	-0.205293575
HIST1H4K	-0.37399126
HIST2H2AA3	-0.49327791
HIST2H3A	-1.568648037
HIST2H4B	-0.296010813
HKDC1	-0.120809752
HMHA1	-0.056327694
HMOX1	0.070987593
HMP19	0.020246084
HN1	-0.106073128
HN1L	-0.165462095
HOXA1	-0.040221054
HRCT1	0.105301527
HRG	0.024734669
HRSP12	-0.143388321
HSDL2	-0.069584616
HSPA12A	0.121513955
HSPB9	-0.25759302
HSPBP1	0.05657924
HVCN1	-0.165230779
HYAL4	0.013475556
HYPK	-0.909708953
ICE1	-0.763579024
ICT1	-0.370108096
IER5L	-0.005104302
IFFO2	-0.094330294
IFI27L1	-0.06214887
IFI27L2	0.281803258
IFI44L	-0.194190114
IFIT5	0.023988183
IFITM10	0.144477522
IFITM5	-0.077077617
IFNL2	0.151573345
IFNL3	-0.006393442
IFT27	0.10122777
IFT43	-0.035090728
IFT52	0.20884373
IFT74	0.076379589
IGHMBP2	-0.135942222
IGIP	0.190768344
IGJ	0.115722948
IGLL5	-0.090691894
IGSF22	-0.092302451
IGSF23	-0.083356213
IGSF5	0.158527725
IKBKAP	-1.157827983
IKZF4	0.025443093
IL12RB2	-0.384228997
IL26	0.13641261
INADL	-0.048356087
INHBA	0.048405741
INSIG2	0.120107867
INTS1	-1.095455386
INTS2	-0.609251293
INTS5	-1.117712151
IQCF2	-0.169517031
IQCF3	-0.104455552
IQCF6	0.065005241
IQCJ	0.188346377
IQCK	-0.014273765
IRG1	-0.030221201
IRGM	0.114485741
ISG20L2	-0.667826942
ISLR2	0.091437183
ISM1	0.098431977
ITFG1	0.066337522
ITFG3	0.013876336
ITM2B	-0.004789967
ITPRIPL2	0.288444257
IWS1	-0.175209463
IZUMO3	0.159689409
JAKMIP2	0.022802855
JOSD2	0.144835011
JSRP1	-0.2240414
KANSL2	-0.776804158
KCNAB1	0.145366331
KCNE1	0.095146037
KCNE4	-0.008316907
KCNH5	-0.052702766
KCNK4	-0.387103289
KCNU1	0.099457263
KHDC1	-0.136913132
KHDC1L	-0.181196788
KIAA0020	-0.049873812
KIAA0101	-0.042522923
KIAA0141	0.001910977
KIAA0195	-0.028060727
KIAA0196	-0.342523312
KIAA0226	0.151603335
KIAA0226L	-0.089361237
KIAA0247	0.182401165
KIAA0319	-0.166812407
KIAA0368	-0.105177771
KIAA0408	0.110542518
KIAA0430	-0.019551718
KIAA0753	0.110345593
KIAA0895L	-0.210556086
KIAA0922	0.064380714
KIAA1024L	0.053633611
KIAA1033	-0.271725482
KIAA1045	-0.176791143
KIAA1107	0.165066297
KIAA1109	0.017157908
KIAA1143	-0.395836852
KIAA1147	-0.113709188
KIAA1211	-0.174820723
KIAA1244	0.038124622
KIAA1257	-0.109995734
KIAA1279	-0.248157215
KIAA1328	-0.17355954
KIAA1377	0.02122335
KIAA1407	-0.118394621
KIAA1429	-0.977354656
KIAA1430	0.095016179
KIAA1462	-0.141469542
KIAA1467	-0.034098003
KIAA1468	0.112476126
KIAA1522	0.000203833
KIAA1586	0.075490644
KIAA1598	0.09908228
KIAA1614	-0.023996924
KIAA1644	0.021270792
KIAA1671	0.019982179
KIAA1683	-0.225679214
KIAA1715	0.044857856
KIAA1731	-0.268289755
KIAA1804	-0.011950817
KIAA1841	0.03649784
KIAA1919	-0.081763541
KIAA1958	0.10579917
KIAA2018	0.175446895
KIF9	-0.085938008
KIRREL	0.228167375
KLHDC10	0.062165971
KLHDC4	-0.233482199
KLHDC7B	-0.057899065
KLHDC8B	-0.092509143
KLHDC9	-0.0483895
KLHL14	0.208147179
KLHL23	0.140288711
KLHL33	0.014967365
KLRF1	0.169615393
KLRF2	0.055056715
KNCN	-0.053559845
KNOP1	0.167053634
KPNA3	0.097095495
KPRP	0.133637481
KRBOX1	-0.155705579
KRTAP1-4	-0.086364286
KRTAP10-3	-0.169051888
KRTAP12-1	0.059787985
KRTAP12-2	0.24157659
KRTAP12-3	0.051908624
KRTAP12-4	0.083357335
KRTAP13-1	-0.158055134
KRTAP16-1	0.082780585
KRTAP19-1	0.103470683
KRTAP19-2	0.181329845
KRTAP19-4	0.076324235
KRTAP19-5	0.075929493
KRTAP19-6	-0.090258465
KRTAP19-7	-0.094382989
KRTAP19-8	-0.308594882
KRTAP2-2	0.268929245
KRTAP2-4	-0.283947719
KRTAP20-1	0.010599288
KRTAP20-2	0.089646908
KRTAP20-3	0.144330311
KRTAP21-1	-0.390880434
KRTAP21-2	-0.071311221
KRTAP21-3	0.234828032
KRTAP22-1	0.078106745
KRTAP22-2	0.189153236
KRTAP24-1	0.123529647
KRTAP25-1	0.249184578
KRTAP27-1	0.123560932
KRTAP29-1	-0.010418515
KRTAP3-1	0.109732902
KRTAP3-3	0.093981991
KRTAP4-3	-0.242784804
KRTAP4-6	-0.049066533
KRTAP4-7	-0.405359532
KRTAP4-9	0.015166848
KRTAP5-1	-0.160305308
KRTAP5-10	-0.016265844
KRTAP5-11	0.12850026
KRTAP5-3	-0.203189588
KRTAP5-6	0.076760298
KRTAP5-7	-0.820435534
KRTAP5-8	0.022805709
KRTAP5-9	-0.413735065
KRTAP6-1	0.04285862
KRTAP6-2	0.027480175
KRTAP8-1	-0.084562901
KRTAP9-1	0.187921221
KRTAP9-2	-0.311363859
KRTAP9-6	-0.102489903
KRTAP9-7	0.102728389
KRTAP9-8	-0.231881725
KRTAP9-9	-0.086594125
KRTDAP	-0.40178208
KTI12	-1.041330515
KY	-0.045369194
KYNU	-0.026505511
LACE1	-0.024412854
LACRT	-0.067282502
LACTB2	-0.070596628
LAMTOR1	-0.471914528
LAMTOR4	-0.73585329
LARGE	0.161352614
LARS2	-0.687829973
LBX2	0.043390131
LCE1A	0.040715136
LCE1C	-0.632963423
LCE1D	0.046393176
LCE1F	0.186007868
LCE2A	-0.304604672
LCE2C	-0.175122225
LCE2D	0.060942522
LCE3A	-0.338782181
LCE3B	0.275869956
LCE3C	-0.061330487
LCE3D	-0.045343732
LCE3E	-0.071262941
LCE4A	-0.06438462
LCE6A	-0.165219319
LCP1	0.010880528
LDLRAD1	-0.142581034
LDOC1L	0.147797625
LECT1	0.004895916
LECT2	0.024296341
LEKR1	0.207551403
LELP1	0.120479409
LEPRE1	-0.319417821
LEPREL1	0.039355705
LEPREL4	-0.32751789
LGALS7	0.196950581
LGALS7B	-0.093920178
LHFP	-0.06028398
LHFPL5	-0.053704826
LILRB3	0.505037659
LIMS2	0.059906381
LIMS3	0.617287904
LINS	0.056036359
LIPC	0.12565139
LIPK	0.005458453
LIPN	-0.004620406
LIPT2	0.019508763
LKAAEAR1	-0.046702279
LLPH	-0.432646619
LMCD1	0.169845583
LMF1	-0.039162843
LMF2	-0.023569635
LMNTD2	-0.104213865
LMO7DN	-0.149630358
LMOD2	0.153193296
LNP1	-0.134646022
LOC100653515	0.034020278
LOC391003	0.04383331
LOC81691	-0.00416789
LOH12CR1	-0.380320824
LPHN1	0.120483929
LPHN2	-0.044728563
LPHN3	-0.055993894
LPPR1	0.096384561
LPPR2	-0.233621191
LPPR3	-0.111446472
LPPR4	-0.082933746
LPPR5	-0.200228791
LRBA	-0.006878288
LRCH1	0.046878817
LRFN2	0.221843558
LRRC10B	-0.23173797
LRRC14B	0.007153455
LRRC16A	0.070853568
LRRC16B	-0.148537526
LRRC17	-0.01953156
LRRC27	0.272650549
LRRC37A	-0.167074732
LRRC37A2	-0.206528325
LRRC37B	-0.63951458
LRRC3C	-0.28261461
LRRC42	0.008082613
LRRC43	-0.096641995
LRRC48	0.056998135
LRRC49	-0.071564981
LRRC4B	-0.019280144
LRRC56	-0.125082562
LRRC57	-0.200080589
LRRC58	0.009424367
LRRC61	0.12037113
LRRC63	0.0444815
LRRC66	0.011312719
LRRC72	0.137649677
LRRC73	-0.213852054
LRRN3	-0.052295588
LRRTM1	0.043788445
LSM8	-1.370557901
LSMEM1	0.029276447
LSR	0.133694484
LURAP1	-0.39383876
LUZP6	0.012579021
LY6G6D	0.185649822
LYPD2	-0.304391164
LYPD4	-0.134206511
LYPD5	0.185207246
LYPD6	-0.165867662
LYRM5	0.182623401
LYRM9	-0.097508756
LYSMD1	-0.393067043
LYSMD2	-0.074920804
LYSMD3	0.129959513
M1AP	-0.067592288
MACC1	0.014947777
MACROD1	-0.172406327
MACROD2	0.08075415
MAEL	-0.030220322
MALSU1	-0.329207295
MANSC1	-0.222490576
MANSC4	-0.158955339
MAP10	-0.152029634
MAP2K2	-0.198013048
MAP6D1	-0.0036743
MAPRE2	0.000663075
MAPRE3	0.065100505
11-Mar	0.175655018
MBLAC1	-0.076671754
MBOAT4	0.008584176
MCHR1	-0.046442071
MCIDAS	-0.121067766
MDGA2	0.025892526
MEF2BNB	-0.383621829
MEI1	0.048239946
MEI4	-0.037291882
MEIG1	0.285037581
MESDC1	0.021813377
MESDC2	-0.06406423
METTL10	-0.323065343
METTL11B	-0.09059678
METTL12	-0.271998368
METTL15	-0.292231127
METTL17	-0.643577342
METTL20	-0.08403049
METTL21A	0.094327146
METTL21B	-0.274390566
METTL22	0.084392818
METTL23	-0.449539141
METTL24	-0.131265503
METTL25	-0.280378273
METTL5	-0.207987036
METTL6	-0.006489619
METTL7A	-0.438063247
METTL7B	-0.289200181
MEX3A	-0.528671735
MFI2	-0.043985194
MFRP	-0.028829472
MFSD2B	0.125310886
MFSD4	-0.074339998
MFSD6	0.026483913
MFSD7	0.245385213
MIEF1	-0.136409774
MIEF2	-0.224903702
MIIP	-0.223473292
MINA	-0.180058189
MITD1	-0.177637827
MKI67	-0.091279545
MKRN2OS	-0.124599744
MLLT4	-0.166185622
MOGS	-0.347004946
MON1A	0.051746334
MOSPD3	0.118878
MPDZ	0.209496267
MPEG1	-0.112152871
MPL	-0.039236825
MRE11A	-0.577571054
MROH1	-0.141127644
MROH6	-0.072488054
MROH9	0.118439545
MRPL14	-0.78688099
MRPL23	-0.52594927
MRPL27	-0.86304554
MRPL33	-1.142104722
MRPL41	-0.814616997
MRPL48	-0.387292513
MRPL50	-0.609302227
MRPL53	-0.911718095
MRPL54	-0.675352668
MRPL55	-0.77563542
MRPS30	-0.412493305
MS4A15	-0.128619213
MSL1	-0.381399764
MSMP	0.11811465
MSRB3	-0.105100178
MSS51	-0.178324102
MT1H	-0.247673257
MT1HL1	-0.057855183
MT1M	0.114684661
MT4	0.051216128
MTCL1	0.161997614
MTERF2	-0.131500283
MTERF3	-0.332909659
MTERF4	-0.456521464
MTHFS	-0.027965706
MTL5	-0.153124306
MTMR11	-0.157199101
MTPN	0.13136986
MTRF1	-0.236362473
MTRNR2L1	-0.501988427
MTRNR2L2	0.154043716
MTRNR2L3	-0.230735093
MTRNR2L4	-0.039164751
MTRNR2L5	-0.100154612
MTRNR2L6	-0.333264505
MTRNR2L7	0.123360221
MTRNR2L8	-0.670447597
MTRNR2L9	-0.206326352
MTX1	-0.100283564
MUC16	-0.097531206
MUC21	-0.062789525
MUC22	0.165411607
MUC6	-0.046495227
MURC	0.063425454
MUSTN1	-0.166443412
MVK	-1.257942597
MYEOV	-0.12063173
MYEOV2	-0.411583453
MYH15	0.09018685
MYO5B	0.017279925
MYOF	0.084026374
MYRF	-0.044585221
MZT1	-0.677807227
MZT2A	-0.290430335
MZT2B	-0.134457524
N6AMT2	0.030707956
NAGA	0.038892866
NANOS3	-0.097526767
NAP1L1	-0.041272649
NAPG	-0.745821004
NAT9	-0.042765852
NBAS	-0.617958117
NBL1	-0.174857607
NBPF11	-0.613285034
NBPF15	-0.476310673
NBPF3	-0.744460853
NBPF6	-0.324883283
NCAPH2	-1.051726327
NCKAP5L	0.090801228
NCMAP	-0.071413253
NDE1	-0.581787672
NDNL2	-0.975823617
NDUFAF7	-0.46812276
NEU2	-0.188951044
NEU4	0.116492857
NEURL1B	-0.06749406
NGDN	-0.351968723
NGRN	-0.29660504
NHLRC3	-0.115919533
NHLRC4	0.053489752
NHP2L1	-1.380953895
NIPA1	0.085473084
NIPAL4	0.272362729
NKX2-4	0.060253507
NKX3-2	0.288532253
NLGN2	-0.059519312
NLRP6	0.077797462
NLRX1	-0.00260138
NMUR2	0.081385372
NOC3L	-1.361564072
NOL10	-1.417230494
NOL12	-0.81418904
NOMO2	-0.008535707
NOMO3	-0.570707777
NOP14	-1.058733687
NOS1AP	-0.558199447
NOSTRIN	-0.014826681
NOTCH2NL	-0.917130768
NPB	-0.516306726
NPFF	-0.095616848
NPIPA1	-0.843761146
NPIPA5	-0.478900871
NPIPA7	0.115283563
NPIPB5	-0.470917793
NPIPB6	-0.40615708
NPPC	-0.072659774
NPS	0.141418264
NPW	-0.129815942
NPY4R	-0.182515635
NR2C2AP	-0.594793904
NR4A1	-0.193918527
NRD1	-0.339190553
NRM	-0.016532258
NSMCE2	-0.540096193
NUBP2	-0.839891577
NUDCD2	-0.24281864
NUDT16L1	-0.259617083
NUDT22	-0.239584828
NUGGC	-0.009413266
NUPL1	-0.468584316
NUPL2	-0.167639167
NUPR1	0.015744954
NUPR1L	-0.238989821
NXPH2	0.133981411
NYAP2	0.044392067
NYNRIN	-0.024321568
OBFC1	-0.530878099
OBSL1	-0.221544695
ODF3B	0.001164286
ODF3L1	0.028636981
ODF3L2	0.085266088
ODF4	-0.083673619
OLFM1	-0.01363603
OLFM3	-0.05343838
OOEP	-0.05019331
OOSP2	-0.08419837
OR10A3	0.121209942
OR10A6	-0.002406404
OR10A7	-0.16181876
OR10AD1	-0.01578459
OR10C1	-0.372032968
OR10G4	0.05389062
OR10G7	0.194527315
OR10G8	-0.002138401
OR10G9	-0.029427531
OR10H4	0.018460328
OR10J3	-0.18793452
OR10J5	0.086064548
OR10K1	-0.132862523
OR10P1	-0.054671349
OR10Q1	0.135724127
OR10T2	-0.183566364
OR10V1	-0.068748186
OR10W1	0.116948815
OR11H1	-0.720150803
OR11H12	0.093848735
OR13C2	-0.036776716
OR13C4	-0.016157685
OR13C5	0.04627023
OR13C8	-0.185258475
OR13C9	-0.030166089
OR13F1	-0.232064843
OR13J1	0.066205493
OR14J1	0.065169252
OR1J1	-0.104687659
OR1J2	0.125063601
OR1K1	-0.036021686
OR1L1	0.040482364
OR1L3	0.091023926
OR1L4	-0.010226583
OR1L8	0.096221293
OR1M1	0.037169542
OR1N1	-0.031036151
OR1Q1	-0.144751044
OR2A1	-0.475670173
OR2A12	0.048978155
OR2A14	-0.087478996
OR2A2	0.072014541
OR2A25	-0.25586019
OR2A4	-0.37125402
OR2A5	-0.017395586
OR2A7	-0.11480794
OR2AE1	-0.081279341
OR2AG1	0.143169781
OR2AG2	0.172022033
OR2AP1	-0.116757533
OR2B3	0.031167668
OR2B6	-0.105951262
OR2F2	0.008317854
OR2J3	-0.053131201
OR2T29	-0.5810821
OR2T3	-0.212833887
OR2T34	0.041902858
OR2Z1	0.013513768
OR4A15	0.029590036
OR4A16	0.056940444
OR4A47	-0.401273255
OR4A5	-0.238399239
OR4B1	-0.227096465
OR4C12	-0.100195285
OR4C13	-0.027474053
OR4C15	0.027415283
OR4C16	-0.171895628
OR4C46	-0.185172223
OR4C6	-0.04184021
OR4D5	-0.092608143
OR4D6	0.246293622
OR4F15	0.08440994
OR4F16	-0.196857375
OR4F21	-0.593136623
OR4F4	-1.139391054
OR4F5	0.343216485
OR4F6	0.145642197
OR4K1	-0.564077071
OR4K2	-0.017397859
OR4K5	0.1221464
OR4M1	-0.029323461
OR4M2	-0.268513076
OR4N2	-0.55834226
OR4N4	-0.351942609
OR4P4	-0.013703091
OR4Q3	-0.218147479
OR4S1	-0.241900421
OR4S2	-0.04302869
OR4X1	-0.168539821
OR4X2	-0.04885489
OR51F1	-0.096472344
OR51G1	0.154302623
OR51G2	0.107608669
OR51I1	0.099689917
OR51I2	-0.299521782
OR51L1	0.303690509
OR51M1	-0.18839076
OR51Q1	0.02582515
OR52B4	-0.064060606
OR52D1	0.062656354
OR52E2	0.206818802
OR52E4	-0.011652312
OR52E6	0.214969179
OR52J3	0.151420352
OR52K1	0.006566004
OR52N1	0.193838558
OR52N2	0.180419269
OR52N4	0.240688035
OR52N5	0.177591988
OR56A3	0.126739937
OR5A2	-0.085619695
OR5AC2	-0.020332444
OR5AK2	0.086433298
OR5AN1	0.001575697
OR5AP2	0.285017746
OR5AR1	0.007704776
OR5AS1	-0.099732412
OR5B12	0.172930351
OR5B17	-0.040339212
OR5B2	0.03615412
OR5B21	-0.05875456
OR5B3	-0.148405053
OR5D13	0.122321105
OR5D14	0.229131275
OR5D16	0.004522444
OR5D18	0.024331552
OR5F1	0.046739618
OR5H1	-0.261249662
OR5H2	-0.03757735
OR5J2	0.09040988
OR5K1	-0.144129915
OR5K2	0.047720451
OR5K3	-0.258166643
OR5K4	-0.054175498
OR5L1	0.00391762
OR5M11	-0.093846212
OR5M3	0.084806146
OR5M8	0.062835806
OR5M9	0.016048482
OR5T3	0.271744895
OR6B1	-0.016617179
OR6C1	0.049066258
OR6C2	-0.113305112
OR6C3	-0.159928682
OR6C4	-0.060949049
OR6C6	-0.370346451
OR6C65	0.062566536
OR6C68	0.127789526
OR6C70	-0.055832448
OR6C74	0.088968599
OR6C75	0.0440619
OR6C76	-0.0508814
OR6K2	-0.096580918
OR6K3	-0.058143181
OR6M1	0.138065315
OR6N1	0.039164402
OR6N2	0.068188288
OR6P1	0.070994657
OR6Q1	0.075798541
OR6T1	0.108291489
OR6X1	0.085030429
OR6Y1	0.054267612
OR7A10	-0.611854175
OR7C1	-0.15610767
OR7E24	-0.262514478
OR7G1	-0.296258148
OR7G3	-0.269259816
OR8B12	-0.096754048
OR8B3	0.03212228
OR8B4	0.027509239
OR8B8	0.144827675
OR8D4	0.14927164
OR8H1	0.057973014
OR8H2	0.080443142
OR8H3	-0.091599625
OR8I2	-0.240638801
OR8J1	-0.007127611
OR8J3	0.003524179
OR8K1	-0.011826376
OR8K3	-0.062752
OR8K5	-0.098804932
OR8U1	-0.029733186
OR9A2	0.022515281
OR9A4	-0.016308315
OR9G4	0.093978816
OR9I1	-0.016762282
OR9K2	0.086782455
OR9Q1	0.140013799
ORAI1	-0.155026447
ORC2	-0.188891443
OSBPL8	-0.043736489
OSGEPL1	-0.02419819
OSGIN1	-0.074504296
OST4	-0.473659625
OSTN	0.126891567
OTOG	-0.039617305
OTOS	-0.245254334
OTUD1	0.122858159
OTUD3	-0.094473435
OXCT2	0.125637751
OXER1	0.201879178
OXLD1	-0.17768034
OXT	0.101884117
P4HA3	-0.109442392
PAIP2B	0.07336681
PAK6	-0.176350593
PAK7	-0.023524978
PALD1	0.151285408
PAPL	-0.075178851
PARK2	0.121216659
PARPBP	-0.150742164
PATE2	0.079147837
PATE3	0.141163443
PATL2	0.220070765
PCDHA3	-0.080688673
PCDHGA8	-0.067080931
PCDHGA9	-0.047125864
PCID2	-1.130693558
PCNX	-0.085277522
PCNXL2	-0.084039017
PCNXL3	-0.432591805
PCP2	-0.070265403
PCP4L1	0.086900182
PDDC1	-0.19104734
PDS5A	-0.45538137
PDX1	0.008981421
PDXDC1	-0.152292458
PDZD3	-0.10029384
PEAR1	-0.164908849
PEG10	0.124509847
PET100	-0.211787718
PET112	-0.304429749
PET117	-0.640491149
PEX11G	0.101135635
PFN3	0.039268166
PGLYRP1	-0.261549486
PGLYRP4	-0.032915646
PGPEP1L	0.120390011
PHAX	-0.91929739
PHGR1	-0.128457496
PHLDB3	-0.178731717
PIANP	0.073510465
PIBF1	0.047430818
PIF1	-0.111923128
PIFO	-0.225239449
PIGL	-0.267911876
PIGQ	-0.102593676
PIGW	-0.271650681
PIGY	-0.217218955
PIH1D1	-0.057626957
PIK3CD	-0.15088351
PIK3IP1	-0.040471892
PIM3	-0.089097194
PINLYP	0.058520463
PIRT	0.035589894
PISD	-0.057897358
PITHD1	0.023944909
PKD1L1	0.099842991
PLA2G4F	-0.130924445
PLEKHF2	-0.067184754
PLEKHH3	0.210130616
PLEKHM2	-0.200966046
PLEKHM3	-0.046322433
PLEKHN1	-0.457040912
PLGLB2	-0.389750251
PLIN4	-0.134308295
PLSCR3	0.107279315
PLSCR5	-0.013992255
PMM2	-0.389768944
PNLIPRP3	0.049302345
PNMAL1	-0.064730225
PNMAL2	0.015001465
PODXL2	-0.010002888
POGLUT1	-0.282352973
POLG2	-0.60805507
POLR3E	-0.877180566
POLR3GL	0.065299601
POMP	-0.294104651
POTED	2.33E-05
POTEI	-0.385096979
POTEJ	-0.248386979
PPAP2A	-0.047407724
PPAP2B	-0.083326305
PPAP2C	-0.09549442
PPAPDC1A	0.018427222
PPAPDC1B	-0.034191893
PPAPDC2	0.163395338
PPAPDC3	-0.141371083
PPIAL4B	-0.264945849
PPIAL4D	-0.427509264
PPP1R18	-0.07833521
PPP1R27	-0.113899826
PPP1R35	-0.037319443
PPP1R36	0.065591441
PPP1R37	-0.097675667
PPP2R4	-0.959434376
PPP4R4	0.033646417
PPY	-0.663685888
PQLC3	0.168783433
PRAC1	-0.322965406
PRADC1	-0.133219312
PRAMEF10	0.186092988
PRAMEF12	-0.269272399
PRAMEF17	-0.47277265
PRAMEF20	-0.123460394
PRAMEF5	-0.417158113
PRAMEF7	-0.148306467
PRAMEF8	0.061568579
PRAP1	-0.033553685
PRB1	-0.091595119
PRB2	-0.054409572
PRCD	-0.041835679
PRELID2	-0.016303295
PRG4	-0.038574094
PRKAA1	0.037529573
PRKCDBP	0.053606773
PRKRIR	-0.618944214
PRM1	0.216693875
PROB1	-0.147774663
PROL1	-0.043267612
PROSC	-0.002684435
PROX2	-0.053730312
PRPF40A	-1.007010032
PRR11	-0.081548908
PRR12	-0.099862262
PRR13	-0.10628142
PRR15	-0.090891447
PRR18	0.08786192
PRR20A	0.326135443
PRR21	0.217245059
